parameter,mean,median,mode,hpd_min,hpd_max,mutant,repressors,operator,IPTGuM,class
delta_bohr,-0.3261195272313799,-0.31442326547473703,-0.2833782933844349,-0.9113403505723228,0.2708240102129501,F164T,260.0,O1,5000.0,IND
chain,2.5,2.5,2.0,1,4,F164T,260.0,O2,0.0,IND
chain_idx,500.5,500.5,948.0,1,951,F164T,260.0,O2,0.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,0.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,0.0,IND
energy__,-66.24284356021143,-66.60487601043897,-65.33761652035373,-69.9007871629363,-62.13855903361051,F164T,260.0,O2,0.0,IND
treedepth__,2.59675,3.0,3.0,2,3,F164T,260.0,O2,0.0,IND
accept_stat__,0.875505620654501,0.942521982559384,0.2808572588721926,0.4733839269916468,1.0,F164T,260.0,O2,0.0,IND
stepsize__,0.5888690736703097,0.6004963624437611,0.5672332243925324,0.5076349940582288,0.6468485757353867,F164T,260.0,O2,0.0,IND
n_leapfrog__,6.184,7.0,7.0,3,7,F164T,260.0,O2,0.0,IND
fc_mu_wt,0.015001710945969023,0.015007153782101768,0.015123792334112651,0.013165903033808823,0.01688537098116316,F164T,260.0,O2,0.0,IND
log_fc_sigma_wt,-5.830707447427196,-5.847307175138454,-5.917356120681588,-6.27444084763414,-5.349090059883106,F164T,260.0,O2,0.0,IND
fc_mu_mut,0.07057672576703757,0.06993849688547554,0.07901113911383562,0.011848520825476272,0.1295373789269877,F164T,260.0,O2,0.0,IND
log_fc_sigma_mut,-2.3415451761117283,-2.3532985783504277,-2.466160379128,-2.799046842393794,-1.8336399746759302,F164T,260.0,O2,0.0,IND
fc_sigma_wt,0.0030227387872816354,0.0028876649536365966,0.0026923089153497795,0.0017583682386479744,0.004553301387451049,F164T,260.0,O2,0.0,IND
fc_sigma_mut,0.09929504829477555,0.095055097999041,0.08491025709452689,0.05608231620174299,0.15091576306698992,F164T,260.0,O2,0.0,IND
lp__,68.25204903702699,68.6288660737553,70.47667297589135,65.10925558367379,70.41608129393282,F164T,260.0,O2,0.0,IND
bohr_wt,-4.186437661638753,-4.18410737221765,-4.176246800726883,-4.307817589893588,-4.056410686519032,F164T,260.0,O2,0.0,IND
bohr_mut,-2.7009076179867995,-2.5876344766076933,-2.4558590976278163,-3.8411960602262534,-1.7077330862297793,F164T,260.0,O2,0.0,IND
delta_bohr,-1.485530043651964,-1.5957562680495292,-1.7203877030990666,-2.4872966331674693,-0.34633202813998176,F164T,260.0,O2,0.0,IND
chain,2.5,2.5,3.0,1,4,F164T,260.0,O2,0.1,IND
chain_idx,500.5,500.5,422.0,1,951,F164T,260.0,O2,0.1,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,0.1,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,0.1,IND
energy__,-73.43145381912433,-73.81591117245813,-76.22052212008992,-77.08014812877778,-68.79253014160986,F164T,260.0,O2,0.1,IND
treedepth__,2.74725,3.0,2.0,2,3,F164T,260.0,O2,0.1,IND
accept_stat__,0.93553243838373,0.9670130494935587,0.9841326828280745,0.7685763801648714,1.0,F164T,260.0,O2,0.1,IND
stepsize__,0.4542249057388597,0.44853617292981396,0.4390047594953305,0.43802471046608693,0.4818025666297253,F164T,260.0,O2,0.1,IND
n_leapfrog__,6.71,7.0,7.0,3,7,F164T,260.0,O2,0.1,IND
fc_mu_wt,0.014168899615181144,0.014169240429441232,0.0142645097988916,0.011448873046842278,0.017069708198257594,F164T,260.0,O2,0.1,IND
log_fc_sigma_wt,-5.36292149173532,-5.389534901707043,-5.413213669625274,-5.807951803824709,-4.865221962666102,F164T,260.0,O2,0.1,IND
fc_mu_mut,0.022327406047990637,0.022368020461829285,0.024022567394604843,0.004774203433452917,0.038200750974119124,F164T,260.0,O2,0.1,IND
log_fc_sigma_mut,-3.6951281177623807,-3.7173308742031264,-3.825969677137734,-4.167237461489501,-3.1505157534350876,F164T,260.0,O2,0.1,IND
fc_sigma_wt,0.004834699284292082,0.0045640955952374425,0.00445729290312814,0.0028475885786491606,0.007434413181728671,F164T,260.0,O2,0.1,IND
fc_sigma_mut,0.02578253286578795,0.024298738532900925,0.02179728894726357,0.014690823698907583,0.04111444915960215,F164T,260.0,O2,0.1,IND
lp__,75.4556843196854,75.85833473025711,77.80128198198086,71.97384031117024,77.74174807638644,F164T,260.0,O2,0.1,IND
bohr_wt,-4.247591542087132,-4.24241124894119,-4.235613432927128,-4.458349061726735,-4.0532327616603245,F164T,260.0,O2,0.1,IND
bohr_mut,-3.8797471440506257,-3.777501023265091,-3.70444576717148,-4.880869476837067,-3.0881895766887864,F164T,260.0,O2,0.1,IND
delta_bohr,-0.3678443980364966,-0.46086143037140936,-0.5311676657556479,-1.2138844128612165,0.6173073310215376,F164T,260.0,O2,0.1,IND
chain,2.5,2.5,3.0,1,4,F164T,260.0,O2,5.0,IND
chain_idx,500.5,500.5,447.0,1,951,F164T,260.0,O2,5.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,5.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,5.0,IND
energy__,-57.993689924138,-58.31968322191887,-59.274492380622846,-61.43484456325358,-53.616889252854236,F164T,260.0,O2,5.0,IND
treedepth__,2.64575,3.0,3.0,2,3,F164T,260.0,O2,5.0,IND
accept_stat__,0.9146715613897699,0.9549363771595759,0.9710630461496962,0.7006720152379212,1.0,F164T,260.0,O2,5.0,IND
stepsize__,0.5441371428098332,0.5606490806628123,0.6478091040053047,0.4074413059084113,0.6478091040053047,F164T,260.0,O2,5.0,IND
n_leapfrog__,6.628,7.0,7.0,3,7,F164T,260.0,O2,5.0,IND
fc_mu_wt,0.042412691333622216,0.04242942010145706,0.04368531932064745,0.033876241062807955,0.05086347318944584,F164T,260.0,O2,5.0,IND
log_fc_sigma_wt,-4.287930622010733,-4.2981505425765745,-4.401427367751584,-4.743250923187154,-3.8236175650585684,F164T,260.0,O2,5.0,IND
fc_mu_mut,0.061799116906992864,0.06171242765767121,0.0658624903407774,0.02954116804094631,0.09323575409263596,F164T,260.0,O2,5.0,IND
log_fc_sigma_mut,-3.044611045672084,-3.0643342981089448,-3.168412040631701,-3.5273277240052643,-2.5624347866329,F164T,260.0,O2,5.0,IND
fc_sigma_wt,0.014150711685853506,0.013593676706802485,0.012259828124862487,0.008364161802636473,0.021211219098197995,F164T,260.0,O2,5.0,IND
fc_sigma_mut,0.049183916647439735,0.046684910029377996,0.042070350896732,0.027608817944800093,0.07497211009218514,F164T,260.0,O2,5.0,IND
lp__,59.99435912426226,60.354301780731255,62.229563880483,56.86009310927545,62.229563880483,F164T,260.0,O2,5.0,IND
bohr_wt,-3.1224292059196657,-3.1165574396216957,-3.0860749194383867,-3.339944384003028,-2.916288061006597,F164T,260.0,O2,5.0,IND
bohr_mut,-2.7607085689787696,-2.7215711514304175,-2.6520545651299385,-3.414138733274056,-2.240607481915872,F164T,260.0,O2,5.0,IND
delta_bohr,-0.3617206369409141,-0.3983684402710823,-0.4340203543084482,-0.9835700858590655,0.3038976827469364,F164T,260.0,O2,5.0,IND
chain,2.5,2.5,4.0,1,4,F164T,260.0,O2,10.0,IND
chain_idx,500.5,500.5,580.0,1,951,F164T,260.0,O2,10.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,10.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,10.0,IND
energy__,-56.67162323664387,-57.02701904710979,-57.01711291470761,-60.09673641435892,-52.56259793176075,F164T,260.0,O2,10.0,IND
treedepth__,2.67425,3.0,2.0,2,3,F164T,260.0,O2,10.0,IND
accept_stat__,0.927406946239461,0.962865063578226,0.9512426068351824,0.732901811218779,1.0,F164T,260.0,O2,10.0,IND
stepsize__,0.5315086630918999,0.5374509796755409,0.5989706356620893,0.424945657153099,0.6261870358633997,F164T,260.0,O2,10.0,IND
n_leapfrog__,6.3435,7.0,3.0,3,7,F164T,260.0,O2,10.0,IND
fc_mu_wt,0.07719630462484976,0.07725645984105267,0.07711786230344286,0.06531743973613202,0.08989712940512518,F164T,260.0,O2,10.0,IND
log_fc_sigma_wt,-3.920283627936264,-3.9373230533656,-4.014530826785753,-4.363474018879471,-3.4761520447164997,F164T,260.0,O2,10.0,IND
fc_mu_mut,0.10689085354316892,0.10686809472865244,0.1100189170658481,0.07936234829126299,0.13432130128549247,F164T,260.0,O2,10.0,IND
log_fc_sigma_mut,-3.20717703822128,-3.225604415637944,-3.33446694633753,-3.6964155312627085,-2.743631137777398,F164T,260.0,O2,10.0,IND
fc_sigma_wt,0.02042456515961541,0.019500346376080658,0.018051421807881093,0.012438304354702383,0.030429061056085865,F164T,260.0,O2,10.0,IND
fc_sigma_mut,0.04190291689964778,0.03973176101843541,0.03563357575776316,0.02405505769239003,0.06325348221983144,F164T,260.0,O2,10.0,IND
lp__,58.69122495302548,59.01728245401952,60.88490538942563,55.70456629248758,60.828178170045376,F164T,260.0,O2,10.0,IND
bohr_wt,-2.484357012877642,-2.480220806793185,-2.482166600722132,-2.6609478922810053,-2.3148916277412908,F164T,260.0,O2,10.0,IND
bohr_mut,-2.1312333515144912,-2.1231389690639224,-2.090547883037535,-2.4404518205926333,-1.8539655610187757,F164T,260.0,O2,10.0,IND
delta_bohr,-0.3531236613631482,-0.35463155906328137,-0.3916187176845969,-0.68205159777466,-0.00918770612910258,F164T,260.0,O2,10.0,IND
chain,2.5,2.5,4.0,1,4,F164T,260.0,O2,25.0,IND
chain_idx,500.5,500.5,695.0,1,951,F164T,260.0,O2,25.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,25.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,25.0,IND
energy__,-36.09704251199666,-36.482568308112654,-37.97388681037423,-39.587565576318966,-31.5772644473356,F164T,260.0,O2,25.0,IND
treedepth__,2.684,3.0,3.0,2,3,F164T,260.0,O2,25.0,IND
accept_stat__,0.9351413017371484,0.9635725716349166,0.8971737854018743,0.7753194443821548,1.0,F164T,260.0,O2,25.0,IND
stepsize__,0.5361722163055628,0.5358316110585525,0.5532963747770279,0.5197292683280318,0.5532963747770279,F164T,260.0,O2,25.0,IND
n_leapfrog__,6.285,7.0,7.0,3,7,F164T,260.0,O2,25.0,IND
fc_mu_wt,0.23748724109294603,0.23789264821083989,0.24043001212619874,0.1942377769472542,0.2792316423062846,F164T,260.0,O2,25.0,IND
log_fc_sigma_wt,-2.7241525436703027,-2.745230566867566,-2.838053216448125,-3.1658662551935577,-2.226389983352812,F164T,260.0,O2,25.0,IND
fc_mu_mut,0.22165498166451023,0.22175839147993204,0.22815285175180233,0.15609344068550302,0.29289995135725955,F164T,260.0,O2,25.0,IND
log_fc_sigma_mut,-2.2578247760862866,-2.2799751468785923,-2.3462034968331453,-2.7559979185948196,-1.7751696357181386,F164T,260.0,O2,25.0,IND
fc_sigma_wt,0.06763335900125,0.06423348917106958,0.05853951887753884,0.04053168093065863,0.10449595696871898,F164T,260.0,O2,25.0,IND
fc_sigma_mut,0.10811971043008525,0.102286748837912,0.09573191971119667,0.06103541765050064,0.16559728633189935,F164T,260.0,O2,25.0,IND
lp__,38.14758599837442,38.50321496031793,40.419813288019924,34.89260804837237,40.408533188586006,F164T,260.0,O2,25.0,IND
bohr_wt,-1.1703673871266473,-1.1642679134647769,-1.1503234303989207,-1.421181879065407,-0.9467563885267116,F164T,260.0,O2,25.0,IND
bohr_mut,-1.2688376410992088,-1.255448564217152,-1.2187707291688163,-1.6875869700676929,-0.881341079641261,F164T,260.0,O2,25.0,IND
delta_bohr,0.09847025397256204,0.09002225282321197,0.06844729876989564,-0.35701061325398176,0.5831828174932072,F164T,260.0,O2,25.0,IND
chain,2.5,2.5,3.0,1,4,F164T,260.0,O2,50.0,IND
chain_idx,500.5,500.5,547.0,1,951,F164T,260.0,O2,50.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,50.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,50.0,IND
energy__,-33.72411791129892,-34.065697271968226,-37.134206812265916,-37.3341864320847,-29.677145257827473,F164T,260.0,O2,50.0,IND
treedepth__,2.62975,3.0,2.0,2,3,F164T,260.0,O2,50.0,IND
accept_stat__,0.9250020752971325,0.9586722352668278,0.999109442933169,0.7377931669474632,1.0,F164T,260.0,O2,50.0,IND
stepsize__,0.5643936763048225,0.586905177857804,0.43762235128126503,0.43762235128126503,0.6461419982224632,F164T,260.0,O2,50.0,IND
n_leapfrog__,6.092,7.0,7.0,3,7,F164T,260.0,O2,50.0,IND
fc_mu_wt,0.4642136719279019,0.46432528393733635,0.4625394811306396,0.4295729476262906,0.49618526099604565,F164T,260.0,O2,50.0,IND
log_fc_sigma_wt,-2.9740796215151666,-2.9911347048826213,-3.0513165973819003,-3.412980147073198,-2.486825773084188,F164T,260.0,O2,50.0,IND
fc_mu_mut,0.41519128641706504,0.41559186389351876,0.4129946158178779,0.2853041056016947,0.5427415524329269,F164T,260.0,O2,50.0,IND
log_fc_sigma_mut,-1.6706133366485094,-1.6850845232054055,-1.7558998865028097,-2.1348898604967492,-1.1601440092505928,F164T,260.0,O2,50.0,IND
fc_sigma_wt,0.05266361671009685,0.05023040768986629,0.04729661278392845,0.031032376552623725,0.07995798213807194,F164T,260.0,O2,50.0,IND
fc_sigma_mut,0.19443307413955369,0.18542876027103838,0.17275171538691667,0.10545799502731515,0.2925158714896099,F164T,260.0,O2,50.0,IND
lp__,35.74821209362293,36.10804975508317,38.005952942048324,32.67678494171648,37.95471217060968,F164T,260.0,O2,50.0,IND
bohr_wt,-0.14354771131123858,-0.14294175428010317,-0.1501233861217708,-0.2835937248609417,-0.01525925209534955,F164T,260.0,O2,50.0,IND
bohr_mut,-0.3514646095672387,-0.3408959214841647,-0.35159943604215116,-0.8575379073404383,0.22578449304803963,F164T,260.0,O2,50.0,IND
delta_bohr,0.2079168982559996,0.20134467418956598,0.20147604992038035,-0.3363005291670874,0.7704376193182928,F164T,260.0,O2,50.0,IND
chain,2.5,2.5,3.0,1,4,F164T,260.0,O2,75.0,IND
chain_idx,500.5,500.5,501.0,1,951,F164T,260.0,O2,75.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,75.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,75.0,IND
energy__,-28.52127268261325,-28.87840579715916,-31.164194615919115,-32.10985305054387,-24.44398989983721,F164T,260.0,O2,75.0,IND
treedepth__,2.56925,3.0,1.0,2,3,F164T,260.0,O2,75.0,IND
accept_stat__,0.9035551244073331,0.9479865784569153,0.9377507811720313,0.662512413559574,1.0,F164T,260.0,O2,75.0,IND
stepsize__,0.6359625271972716,0.6295510982141581,0.6430041349866183,0.5254365346829272,0.7593113776780602,F164T,260.0,O2,75.0,IND
n_leapfrog__,6.081,7.0,3.0,3,7,F164T,260.0,O2,75.0,IND
fc_mu_wt,0.5804540541699894,0.5802820423199091,0.5777156596779807,0.5219472726647209,0.6442745578262686,F164T,260.0,O2,75.0,IND
log_fc_sigma_wt,-2.3666804993269066,-2.381521559541689,-2.4560583695671947,-2.7893148915553585,-1.8713620196162972,F164T,260.0,O2,75.0,IND
fc_mu_mut,0.5481445921238254,0.5482412018974072,0.5535896113695864,0.4522667757623493,0.6599791072411039,F164T,260.0,O2,75.0,IND
log_fc_sigma_mut,-1.954437122421529,-1.9745336635465511,-2.081638052861425,-2.4471667692700176,-1.4196841968744947,F164T,260.0,O2,75.0,IND
fc_sigma_wt,0.09658024316998995,0.09240986380962588,0.08577236852087225,0.05698028860383221,0.14576618338434505,F164T,260.0,O2,75.0,IND
fc_sigma_mut,0.14715678362482792,0.13882603680243655,0.1247257374229786,0.08223999614089059,0.2339584499991342,F164T,260.0,O2,75.0,IND
lp__,30.534183938996758,30.888123759419763,32.77931359169333,27.399038539398333,32.71471307172552,F164T,260.0,O2,75.0,IND
bohr_wt,0.32589884838456196,0.3239313088461533,0.3134029299854431,0.08784553791916963,0.593965763826819,F164T,260.0,O2,75.0,IND
bohr_mut,0.1953973782039423,0.19356693477091488,0.2151849557199162,-0.23301590009235468,0.6186807341075425,F164T,260.0,O2,75.0,IND
delta_bohr,0.13050147018061936,0.12994017734720825,0.09821797426552692,-0.38805085131379624,0.6108287258156464,F164T,260.0,O2,75.0,IND
chain,2.5,2.5,1.0,1,4,F164T,260.0,O2,100.0,IND
chain_idx,500.5,500.5,395.0,1,951,F164T,260.0,O2,100.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,100.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,100.0,IND
energy__,-36.66089725592421,-36.97004779078814,-40.40870806846586,-39.908276824967466,-32.523780454514196,F164T,260.0,O2,100.0,IND
treedepth__,2.56925,3.0,2.0,2,3,F164T,260.0,O2,100.0,IND
accept_stat__,0.913324871397767,0.9486426715397411,0.9932183964286493,0.6998477965531983,1.0,F164T,260.0,O2,100.0,IND
stepsize__,0.6240833179758092,0.6244961058997267,0.7005280778689345,0.5468129822349127,0.7005280778689345,F164T,260.0,O2,100.0,IND
n_leapfrog__,5.9205,7.0,3.0,3,7,F164T,260.0,O2,100.0,IND
fc_mu_wt,0.6997518482469348,0.7001095120881178,0.6962422938863179,0.6547027936212672,0.742385254591075,F164T,260.0,O2,100.0,IND
log_fc_sigma_wt,-2.6590067815828546,-2.6775147753048643,-2.7629918260803623,-3.1067241664985588,-2.170259006673298,F164T,260.0,O2,100.0,IND
fc_mu_mut,0.6727245262149137,0.6731220579393418,0.6772216756253943,0.6119346179962327,0.7389677456518977,F164T,260.0,O2,100.0,IND
log_fc_sigma_mut,-2.329596682664639,-2.3510878351782116,-2.4600787645735442,-2.7917296277712267,-1.8632103856762399,F164T,260.0,O2,100.0,IND
fc_sigma_wt,0.07219101339717757,0.06873376094170394,0.0631026933771565,0.041410399133191333,0.10898592021232119,F164T,260.0,O2,100.0,IND
fc_sigma_mut,0.10041329443267494,0.09526547355889967,0.08542822198484872,0.06131506989895105,0.15517366255339782,F164T,260.0,O2,100.0,IND
lp__,38.658123804192755,39.01086798271692,40.807515471645175,35.640196591961775,40.786454058734826,F164T,260.0,O2,100.0,IND
bohr_wt,0.8483597769228566,0.8478194015410567,0.8294673588988756,0.6397758685175247,1.0584030853769106,F164T,260.0,O2,100.0,IND
bohr_mut,0.7242083077486864,0.7223398425395728,0.74103287209926,0.423517542037409,1.004190216236592,F164T,260.0,O2,100.0,IND
delta_bohr,0.12415146917417429,0.12521555803227785,0.08843448679961552,-0.2536100828345472,0.46566719768833365,F164T,260.0,O2,100.0,IND
chain,2.5,2.5,2.0,1,4,F164T,260.0,O2,250.0,IND
chain_idx,500.5,500.5,745.0,1,951,F164T,260.0,O2,250.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,250.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,250.0,IND
energy__,-28.444142802435533,-28.828154036092393,-30.20239871508473,-31.841575247045892,-23.99828705196796,F164T,260.0,O2,250.0,IND
treedepth__,2.61875,3.0,2.0,2,3,F164T,260.0,O2,250.0,IND
accept_stat__,0.9159401940003141,0.9530798526675777,0.9112046303930573,0.7041168115905546,1.0,F164T,260.0,O2,250.0,IND
stepsize__,0.5367419671771755,0.5525625370397843,0.5768912483229819,0.46495154630609725,0.5768912483229819,F164T,260.0,O2,250.0,IND
n_leapfrog__,6.194,7.0,3.0,3,7,F164T,260.0,O2,250.0,IND
fc_mu_wt,0.8659193417717261,0.8659951502342004,0.8651491311461421,0.8283669649468783,0.9003338609809036,F164T,260.0,O2,250.0,IND
log_fc_sigma_wt,-2.9463224500808374,-2.970970763978543,-3.060652278913914,-3.4372805374719744,-2.4082442633731542,F164T,260.0,O2,250.0,IND
fc_mu_mut,0.8382014203489574,0.8364112627305552,0.830740466797779,0.7358807507143166,0.9509777324463549,F164T,260.0,O2,250.0,IND
log_fc_sigma_mut,-1.8019214627866122,-1.824936276047677,-1.889985997179235,-2.227677499740363,-1.2734513001031331,F164T,260.0,O2,250.0,IND
fc_sigma_wt,0.05453268197086986,0.051253531101802335,0.04685712133750791,0.03058124092560058,0.08695187098044845,F164T,260.0,O2,250.0,IND
fc_sigma_mut,0.1705513782402628,0.16122791788273022,0.1510739242826437,0.09964742195248637,0.2628067753759058,F164T,260.0,O2,250.0,IND
lp__,30.397622527018658,30.769737237582873,32.616238387452285,27.120841610605513,32.541984105664184,F164T,260.0,O2,250.0,IND
bohr_wt,1.8745264806236177,1.8660033168159607,1.8587324053424785,1.5740975700935362,2.2009396605965703,F164T,260.0,O2,250.0,IND
bohr_mut,1.7198076685205652,1.6317648697028893,1.5908841953883996,0.9198752722508184,2.6825748229828026,F164T,260.0,O2,250.0,IND
delta_bohr,0.15471881210305075,0.2313248828915787,0.2678482099540789,-0.8397624704146851,1.0375992910803888,F164T,260.0,O2,250.0,IND
chain,2.5,2.5,2.0,1,4,F164T,260.0,O2,500.0,IND
chain_idx,500.5,500.5,265.0,1,951,F164T,260.0,O2,500.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,500.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,500.0,IND
energy__,-33.75192748906741,-34.08803400872442,-34.68698423488023,-37.21857576979331,-29.579344952653756,F164T,260.0,O2,500.0,IND
treedepth__,2.69625,3.0,3.0,2,3,F164T,260.0,O2,500.0,IND
accept_stat__,0.9318372318172087,0.9642280221875843,0.9620382722955573,0.7523688146951764,1.0,F164T,260.0,O2,500.0,IND
stepsize__,0.5124332321529148,0.5135478797370095,0.4672519145001646,0.4672519145001646,0.5553852546375911,F164T,260.0,O2,500.0,IND
n_leapfrog__,6.4085,7.0,7.0,3,7,F164T,260.0,O2,500.0,IND
fc_mu_wt,0.8968732182513045,0.8967536042466577,0.891295506360014,0.8590923885137042,0.9313682622141443,F164T,260.0,O2,500.0,IND
log_fc_sigma_wt,-2.864996426479855,-2.8816402044374216,-2.9569423377003923,-3.288686348767589,-2.395150737794866,F164T,260.0,O2,500.0,IND
fc_mu_mut,0.8757419395318016,0.8771257794602014,0.8682077624472926,0.791149351327115,0.9671417231253406,F164T,260.0,O2,500.0,IND
log_fc_sigma_mut,-1.9782613782794627,-1.9966051679292343,-2.0682643719549043,-2.48630018285618,-1.529605288238545,F164T,260.0,O2,500.0,IND
fc_sigma_wt,0.05860761308217109,0.05604276582404388,0.05197760440451991,0.03537736704833872,0.0878078900452044,F164T,260.0,O2,500.0,IND
fc_sigma_mut,0.14286078690994916,0.1357955080853428,0.1264049834579863,0.08155607349538217,0.21368523591979435,F164T,260.0,O2,500.0,IND
lp__,35.707650369095084,36.08313324909703,37.929486145930504,32.49558383874338,37.929486145930504,F164T,260.0,O2,500.0,IND
bohr_wt,2.178934324945032,2.16166281286662,2.104042896347532,1.7932589603835039,2.583761264529406,F164T,260.0,O2,500.0,IND
bohr_mut,2.0340447431427187,1.9654891775571652,1.8852043189977818,1.166732234998432,3.079902777764203,F164T,260.0,O2,500.0,IND
delta_bohr,0.14488958180231604,0.2073413254168084,0.2188385773497501,-0.9124477141638403,1.132159861103283,F164T,260.0,O2,500.0,IND
chain,2.5,2.5,2.0,1,4,F164T,260.0,O2,1000.0,IND
chain_idx,500.5,500.5,718.0,1,951,F164T,260.0,O2,1000.0,IND
warmup,0.0,0.0,0.0,0,0,F164T,260.0,O2,1000.0,IND
divergent__,0.0,0.0,0.0,0,0,F164T,260.0,O2,1000.0,IND
energy__,-37.51596895803987,-37.88239244037399,-40.161614625125296,-41.185056827906145,-33.1018603284124,F164T,260.0,O2,1000.0,IND
treedepth__,2.64175,3.0,1.0,2,3,F164T,260.0,O2,1000.0,IND
accept_stat__,0.9151180599803304,0.9540172181931464,0.9287553712318549,0.693589500162301,1.0,F164T,260.0,O2,1000.0,IND
